preferred_name,name_name,name_acronym,name_preferred,name_language,type,repository_status,year_established,preferred_org_name,org_name_name,org_name_acronym,org_name_preferred,preferred_org_unit_name,org_unit_name_name,org_unit_name_acronym,org_unit_name_preferred,date_modified,date_created,date_created_month_year
Illinois Digital Environment for Access to Learning and Scholarship Repository,Illinois Digital Environment for Access to Learning and Scholarship Repository,IDEALS Repository,name,en,institutional,fully_functional,,University of Illinois at Urbana-Champaign,University of Illinois at Urbana-Champaign,,name,University of Illinois at Urbana-Champaign Library,University of Illinois at Urbana-Champaign Library,,name,3/21/2018 11:41,8/8/2006 15:15,2006-08
Illinois Electronic Documents Initiative,Illinois Electronic Documents Initiative,ILEDI,name,en,governmental,fully_functional,,University of Illinois at Urbana-Champaign,University of Illinois at Urbana-Champaign,,name,Illinois State Library,Illinois State Library,,name,3/16/2018 12:02,9/1/2006 15:15,2006-09
Illinois Harvest,Illinois Harvest,,name,en,disciplinary,fully_functional,,University of Illinois at Urbana-Champaign,University of Illinois at Urbana-Champaign,,name,University of Illinois Library,University of Illinois Library,,name,3/16/2018 12:02,1/24/2008 11:11,2008-01
Image & Multimedia Collections,Image & Multimedia Collections,,name,en,institutional,fully_functional,,University of Nebraska - Lincoln,University of Nebraska - Lincoln,UNL,name,University of Nebraska Lincoln Libraries,University of Nebraska Lincoln Libraries,,name,3/21/2018 11:41,7/28/2011 14:14,2011-07
Images of the Caribbean Diaspora: Book Jacket Art,Images of the Caribbean Diaspora: Book Jacket Art,,name,en,institutional,fully_functional,,University of Illinois at Chicago,University of Illinois at Chicago,UIC,name,UIC University Library,UIC University Library,,name,3/16/2018 12:02,10/12/2006 16:16,2006-10
InSPIRe @ Redlands,InSPIRe @ Redlands,,name,en,institutional,fully_functional,,University of Redlands,University of Redlands,,name,,,,,2/11/2019 14:28,2/11/2019 14:25,2019-02
Indiana Historical Society Digital Image Collections,Indiana Historical Society Digital Image Collections,,name,en,institutional,fully_functional,,Indiana Historical Society,Indiana Historical Society,,name,,,,,3/21/2018 11:41,8/30/2006 15:15,2006-08
IndraStra Global Open Repository,IndraStra Global Open Repository,IGOR,name,en,institutional,fully_functional,,IndraStra Global,IndraStra Global,,name,,,,,3/12/2019 15:31,3/12/2019 15:29,2019-03
Inter-American Development Bank Repository,Inter-American Development Bank Repository,IDB,name,en,institutional,fully_functional,,Inter-American Development Bank,Inter-American Development Bank,,name,,,,,3/21/2018 11:41,8/8/2013 16:04,2013-08
InterNano Nanomanufacturing Repository,InterNano Nanomanufacturing Repository,,name,en,disciplinary,fully_functional,2008,National Nanomanufacturing Network,National Nanomanufacturing Network,,name,,,,,3/21/2018 11:41,5/20/2009 19:19,2009-05
Internet Archive,Internet Archive,,name,en,aggregating,fully_functional,,Internet Archive,Internet Archive,,name,,,,,3/16/2018 12:02,8/22/2006 16:16,2006-08
Iowa Publications Online,Iowa Publications Online,IPO,name,en,governmental,fully_functional,,State of Iowa,State of Iowa,Iowa,name,State Library,State Library,,name,3/21/2018 11:41,8/16/2006 10:10,2006-08
Iowa Research Online,Iowa Research Online,,name,en,institutional,fully_functional,,University of Iowa,University of Iowa,,name,University of Iowa Libraries,University of Iowa Libraries,,name,3/21/2018 11:41,2/6/2009 16:16,2009-02
IssueLab,IssueLab,,name,en,disciplinary,fully_functional,,IssueLab,IssueLab,,name,,,,,3/16/2018 12:02,3/16/2011 10:10,2011-03
J. Willard Marriott Library Digital Collections,J. Willard Marriott Library Digital Collections,,name,en,institutional,fully_functional,,University of Utah,University of Utah,U of U,name,JW Marriott Library,JW Marriott Library,,name,3/21/2018 11:41,8/31/2006 13:13,2006-08
JHSPH OpenCourseWare,Johns Hopkins Bloomberg School of Public Health's OpenCourseWare,JHSPH OpenCourseWare,acronym,en,institutional,fully_functional,,University of Texas at San Antonio,University of Texas at San Antonio,,name,Johns Hopkins School of Public Health,Johns Hopkins School of Public Health,,name,3/16/2018 12:02,8/23/2006 11:11,2006-08
JPL Technical Reports Server,JPL Technical Reports Server,TRS,name,en,institutional,fully_functional,,National Aeronautics and Space Administration,National Aeronautics and Space Administration,NASA,name,JPL,Jet Propulsion Laboratory,JPL,acronym,3/21/2018 11:41,8/3/2006 15:15,2006-08
JSC Digital Image Collection,JSC Digital Image Collection,,name,en,governmental,fully_functional,,National Aeronautics and Space Administration,National Aeronautics and Space Administration,NASA,name,Johnson Space Center,Johnson Space Center,JSC,name,3/16/2018 12:02,8/10/2006 10:10,2006-08
JSC Reduced Gravity Program Photographs,JSC Reduced Gravity Program Photographs,,name,en,governmental,fully_functional,,National Aeronautics and Space Administration,National Aeronautics and Space Administration,NASA,name,Johnson Space Center,Johnson Space Center,JSC,name,3/16/2018 12:02,9/4/2006 9:09,2006-09
JScholarship,JScholarship,,name,en,institutional,fully_functional,,Johns Hopkins University,Johns Hopkins University,,name,,,,,3/21/2018 11:41,2/21/2008 9:09,2008-02
Jean Monnet Working Papers,Jean Monnet Working Papers,,name,en,institutional,fully_functional,,New York University,New York University,NYU,name,"Jean Monnet Center for International and Regional Economic Law & Justice, NYU School of Law","Jean Monnet Center for International and Regional Economic Law & Justice, NYU School of Law",,name,3/16/2018 12:02,2/14/2006 15:58,2006-02
Jefferson Digital Commons,Jefferson Digital Commons,,name,en,institutional,fully_functional,2005,Thomas Jefferson University,Thomas Jefferson University,,name,Academic & Instructional Support & Resources,Academic & Instructional Support & Resources,,name,3/21/2018 11:41,12/22/2005 14:49,2005-12
Johnson Technical Reports Server,Johnson Technical Reports Server,JTRS,name,en,institutional,fully_functional,,NASA Johnson Space Centre,NASA Johnson Space Centre,JSC,name,,,,,3/16/2018 12:02,8/16/2006 11:11,2006-08
Johnson and Wales University Scholars Archive,Johnson and Wales University Scholars Archive,Scholars Archive@J&W,name,en,institutional,fully_functional,,Johnson and Wales University,Johnson and Wales University,,name,Johnson and Wales University Library,Johnson and Wales University Library,,name,3/16/2018 12:02,1/31/2008 9:09,2008-01
K-State Research Exchange,K-State Research Exchange,,name,en,institutional,fully_functional,,Kansas State University,Kansas State University,,name,,,,,3/16/2018 12:02,4/27/2007 15:15,2007-04
KU ScholarWorks,KU ScholarWorks,,name,en,institutional,fully_functional,,University of Kansas,University of Kansas,KU,name,Information Services,Information Services,,name,3/16/2018 12:02,1/11/2006 17:03,2006-01
Kansas State Publications Archival Collection,Kansas State Publications Archival Collection,KSPACe,name,en,governmental,fully_functional,2005,Kansas State Historical Society,Kansas State Historical Society,KSHS,name,Center for Historical Research,Center for Historical Research,,name,9/16/2013 10:48,8/16/2006 11:11,2006-08
KiltHub,KiltHub,,name,en,institutional,fully_functional,,Carnegie Mellon University,Carnegie Mellon University,,name,,,,,2/26/2019 11:18,2/26/2019 11:16,2019-02
Kinematic MOdels for Design Digital Library,Kinematic MOdels for Design Digital Library,KMODDL,name,en,institutional,fully_functional,2002,Cornell University,Cornell University,,name,Cornell University Library,Cornell University Library,,name,3/21/2018 11:41,9/11/2006 14:14,2006-09
KnowledgeBank at OSU,KnowledgeBank at OSU,,name,en,institutional,fully_functional,2005,Ohio State University,Ohio State University,,name,,,,,3/21/2018 11:41,12/27/2005 16:40,2005-12
LIS Scholarship Archive,LIS Scholarship Archive,,name,en,disciplinary,fully_functional,,The LIS Scholarship Archive,The LIS Scholarship Archive,,,,,,,3/1/2019 11:33,3/1/2019 11:31,2019-03
LOUISiana Digital Library Server Respository,LOUISiana Digital Library Server Respository,,name,en,disciplinary,fully_functional,,Louisiana State University,Louisiana State University,LSU,name,LOUIS,Louisiana Library Network,LOUIS,acronym,3/21/2018 11:41,9/15/2006 10:10,2006-09
La Salle University Digital Commons,La Salle University Digital Commons,,name,en,institutional,fully_functional,,La Salle University,La Salle University,,name,,,,,4/17/2018 12:29,3/24/2015 15:33,2015-03
Lafayette Digital Repository,Lafayette Digital Repository,,name,en,institutional,fully_functional,,Lafayette College,Lafayette College,,name,,,,,3/16/2018 12:02,12/8/2010 11:11,2010-12
Lake Forest College Publications,Lake Forest College Publications,,name,en,institutional,fully_functional,,Lake Forest College,Lake Forest College,,name,,,,,3/21/2018 11:41,9/25/2013 10:40,2013-09
Latin American Open Archives Portal,Latin American Open Archives Portal,,name,en,disciplinary,fully_functional,,University of Texas at Austin,University of Texas at Austin,,name,Latin American Network Information Center,Latin American Network Information Center,,name,3/16/2018 12:02,6/8/2007 15:15,2007-06
Lehigh Preserve,Lehigh Preserve,,name,en,institutional,fully_functional,,Lehigh University,Lehigh University,,name,,,,,4/17/2018 12:29,2/22/2016 11:04,2016-02
Liberty University Digital Commons,Liberty University Digital Commons,,name,en,institutional,fully_functional,,Liberty University,Liberty University,,name,,,,,3/21/2018 11:41,3/2/2007 10:10,2007-03
Lowcountry Digital Library,Lowcountry Digital Library,,name,en,aggregating,fully_functional,,College of Charleston,College of Charleston,,name,,,,,3/16/2018 12:02,8/19/2009 11:11,2009-08
Loyola eCommons,Loyola eCommons,,name,en,institutional,fully_functional,,Loyola University Chicago,Loyola University Chicago,,name,,,,,4/17/2018 12:29,9/24/2013 10:55,2013-09
"Lunar and Planetary Institute, Resources","Lunar and Planetary Institute, Resources",,name,en,institutional,fully_functional,,Universities Space Research Association,Universities Space Research Association,USRA,name,Lunar and Planetary Institute,Lunar and Planetary Institute,LPI,name,12/7/2018 15:30,9/15/2006 11:11,2006-09
MCStor,MCStor,,name,en,institutional,fully_functional,,Milligan College,Milligan College,,name,,,,,4/17/2018 12:29,5/23/2016 13:35,2016-05
MEDSpace,Duke Medicine Digital Repository,MEDSpace,acronym,en,institutional,fully_functional,,Duke University,Duke University,,name,Duke University Medical Center Library,Duke University Medical Center Library,,name,3/16/2018 12:02,8/29/2006 13:13,2006-08
MODIYA Project,MODIYA Project,,name,en,disciplinary,fully_functional,,New York University,New York University,NYU,name,Center for Religion and Media,Center for Religion and Media,,name,3/16/2018 12:02,8/16/2006 15:15,2006-08
MOspace,MOspace,,name,en,institutional,fully_functional,,University of Missouri System,University of Missouri System,,name,,,,,3/21/2018 11:41,2/22/2010 10:10,2010-02
Mana'o Project,Mana'o Project,,name,en,disciplinary,withdrawn_from_use,,University of Hawai'i at Manoa,University of Hawai'i at Manoa,,name,,,,,3/16/2018 12:02,11/9/2007 10:10,2007-11
Manuscripts and Archives Digital Image Database,Manuscripts and Archives Digital Image Database,MADID,name,en,institutional,fully_functional,2002,Yale University,Yale University,,name,Manuscripts and Archives - Yale University Library,Manuscripts and Archives - Yale University Library,,name,1/12/2015 11:13,9/14/2006 20:20,2006-09
Marshall Digital Scholar,Marshall Digital Scholar,,name,en,institutional,fully_functional,,Marshall University,Marshall University,,name,,,,,4/17/2018 12:29,9/26/2013 16:16,2013-09
Marshall Foundation Digital Library,Marshall Foundation Digital Library,,name,en,disciplinary,fully_functional,,Marshall Foundation,Marshall Foundation,,name,,,,,3/16/2018 12:02,9/20/2011 9:09,2011-09
Marshall Technical Reports Server,Marshall Technical Reports Server,,name,en,institutional,fully_functional,2002,National Aeronautics and Space Administration,National Aeronautics and Space Administration,NASA,name,Marshall Space Flight Center,Marshall Space Flight Center,MSFC,name,11/23/2016 13:23,8/10/2006 17:17,2006-08
Mason Archival Repository Service,Mason Archival Repository Service,MARS,name,en,institutional,fully_functional,,George Mason University,George Mason University,,name,Library Administration,Library Administration,,name,1/22/2019 14:30,1/4/2006 12:14,2006-01
Mertz Digital Collections @ New York Botanical Garden Digital Library,Mertz Digital Collections @ New York Botanical Garden Digital Library,,name,en,disciplinary,fully_functional,,New York Botanical Garden,New York Botanical Garden,,name,,,,,4/17/2018 12:29,11/7/2013 13:05,2013-11
Metropolitan Travel Survey Archive,Metropolitan Travel Survey Archive,,name,en,disciplinary,fully_functional,,University of Minnesota,University of Minnesota,U of M,name,,,,,3/16/2018 12:02,7/17/2008 13:13,2008-07
Michigan State University Digital & Multimedia Center,Michigan State University Digital & Multimedia Center,,name,en,institutional,fully_functional,,Michigan State University,Michigan State University,MSU,name,Michigan State University Libraries,Michigan State University Libraries,,name,3/16/2018 12:02,9/15/2006 11:11,2006-09
Microsoft Research Catalog,Microsoft Research Catalog,,name,en,institutional,fully_functional,,Microsoft Research,Microsoft Research,,name,,,,,4/17/2018 12:29,6/10/2014 16:10,2014-06
Minds@University of Wisconsin,Minds@University of Wisconsin,Minds@UW,name,en,institutional,fully_functional,2005,University of Wisconsin Systems,University of Wisconsin Systems,UW,name,,,,,3/21/2018 11:41,12/27/2005 11:46,2005-12
Minority Health Archive,Minority Health Archive,,name,en,institutional,fully_functional,,University of Pittsburgh,University of Pittsburgh,UP,name,Information Sciences Library,Information Sciences Library,,name,3/21/2018 11:41,8/16/2006 15:15,2006-08
Mississippi State University Institutional Repository,Mississippi State University Institutional Repository,,name,en,institutional,fully_functional,,Mississippi State University,Mississippi State University,MSU,name,,,,,2/6/2019 16:47,2/6/2019 16:44,2019-02
Mississippi State University Libraries ETD database,Mississippi State University Libraries ETD database,,name,en,institutional,fully_functional,,Mississippi State University,Mississippi State University,,name,Mississippi State University Libraries,Mississippi State University Libraries,,name,3/21/2018 11:41,2/5/2008 14:14,2008-02
Montana State University ScholarWorks,Montana State University ScholarWorks,,name,en,institutional,fully_functional,,Montana State University,Montana State University,MSU,name,,,,,3/19/2019 16:06,3/19/2019 16:05,2019-03
Morphobank,Morphobank,,name,en,disciplinary,fully_functional,,Morphobank,Morphobank,,name,,,,,2/13/2019 15:48,2/13/2019 15:39,2019-02
Mountain Scholar,Mountain Scholar,,name,en,institutional,fully_functional,,Colorado State University,Colorado State University,,name,Colorado State University Libraries,Colorado State University Libraries,,name,3/18/2019 9:36,6/27/2008 16:16,2008-06
Murray State's Digital Commons,Murray State's Digital Commons,,name,en,institutional,fully_functional,,Murray State University,Murray State University,,name,,,,,4/17/2018 12:29,9/7/2016 13:51,2016-09
NASA Dryden Technical Reports Server,NASA Dryden Technical Reports Server,NASA DTRS,name,en,institutional,technically_malfunctioning,2004,"Dryden Flight Research Center,","Dryden Flight Research Center,",DFRC,name,,,,,4/2/2015 13:39,8/16/2006 15:15,2006-08
NASA Technical Reports Server,NASA Technical Reports Server,NTRS,name,en,governmental,fully_functional,,National Aeronautics and Space Administration,National Aeronautics and Space Administration,NASA,name,NASA Scientific and Technical Information Program,NASA Scientific and Technical Information Program,,name,3/21/2018 11:41,1/16/2012 9:09,2012-01
NC DOCKS,Digital Online Collection of Knowledge and Scholarship,NC DOCKS,acronym,en,aggregating,fully_functional,,UNC Greensboro,UNC Greensboro,,name,,,,,3/16/2018 12:02,6/5/2009 10:10,2009-06
NCSU Institutional Repository,NCSU Institutional Repository,,name,en,institutional,fully_functional,,North Carolina State University,North Carolina State University,NCSU,name,NCSU Libraries,NCSU Libraries,,name,4/17/2018 12:29,4/9/2015 13:26,2015-04
NCSU Technical Reports Repository,NCSU Technical Reports Repository,,name,en,institutional,fully_functional,,North Carolina State University,North Carolina State University,NCSU,name,NCSU Libraries,NCSU Libraries,,name,4/17/2018 12:29,4/9/2015 12:42,2015-04
NDSU Libraries Institutional Repository,NDSU Libraries Institutional Repository,,name,en,institutional,fully_functional,,North Dakota State University,North Dakota State University,,name,North Dakota State University Libraries,North Dakota State University Libraries,,name,3/21/2018 11:41,8/25/2011 10:10,2011-08
NEEDS,National Engineering Education Delivery System,NEEDS,acronym,en,aggregating,technically_malfunctioning,1999,National Engineering Education Delivery System,National Engineering Education Delivery System,NEEDS,name,,,,,3/21/2018 11:41,9/22/2006 14:14,2006-09
NEIU Digital Commons,NEIU Digital Commons,,name,en,institutional,fully_functional,,Northeastern Illinois University,Northeastern Illinois University,NEIU,name,,,,,3/15/2019 16:43,3/15/2019 16:41,2019-03
NELLCO Legal Scholarship Repository,NELLCO Legal Scholarship Repository,NELLCO,name,en,aggregating,fully_functional,,New England Law Library Consortium,New England Law Library Consortium,,name,,,,,3/21/2018 11:41,12/27/2005 14:36,2005-12
NIST Repositories,NIST Repositories,,name,en,disciplinary,fully_functional,,National Institute of Standards and Technology,National Institute of Standards and Technology,NIST,name,,,,,3/16/2018 12:02,1/13/2006 13:20,2006-01
NSDL,National Science Digital Library,NSDL,acronym,en,aggregating,fully_functional,2000,National Science Foundation,National Science Foundation,NSF,name,NSDL,National Science Digital Library,NSDL,acronym,7/6/2015 10:48,9/22/2006 11:11,2006-09
NSU Works,NSU Works,,name,en,institutional,fully_functional,,Nova Southeastern University,Nova Southeastern University,,name,,,,,3/21/2018 11:41,7/15/2014 10:39,2014-07
NYPL Map Warper,NYPL Map Warper,,name,en,institutional,fully_functional,2014,New York Public Library,New York Public Library,NYPL,name,,,,,4/17/2018 12:29,4/2/2014 16:45,2014-04
